TYPE,YEAR,HUNDRED_BLOCK,X,Y
Break and Enter Commercial,2016,22XX E HASTINGS ST,495662.96,5458719.54
Break and Enter Commercial,2016,22XX E HASTINGS ST,495660.36,5458710.41
Break and Enter Residential/Other,2016,35XX W BROADWAY AVE,486736.16,5456850.11
Break and Enter Commercial,2016,22XX E 30TH AVE,495680.3,5454271.88
Theft of Bicycle,2016,20XX COMMERCIAL DR,494933.8,5457123.42
Break and Enter Commercial,2016,22XX E 28TH AVE,495709.74,5454786.57
Theft from Vehicle,2016,12XX POWELL ST,494370.16,5458928.74
Theft from Vehicle,2016,63XX DUMFRIES ST,494580.41,5452635.37
Break and Enter Residential/Other,2016,7XX W 42ND AVE,491025.28,5453352.59
Break and Enter Residential/Other,2016,35XX WELLINGTON AVE,497881.7,5454089.34
Break and Enter Commercial,2016,22XX DUNDAS ST,495664.75,5459114.11
Theft of Bicycle,2016,20XX CORNWALL AVE,488948.78,5457759.91
Theft of Bicycle,2016,20XX CORNWALL AVE,488948.78,5457759.91
Mischief,2016,29XX W 23RD AVE,487533.73,5455477.08
Break and Enter Residential/Other,2016,7XX W 42ND AVE,491025.28,5453352.59
Mischief,2016,76XX PRINCE ALBERT ST,493601.67,5451382.29
Break and Enter Commercial,2016,22XX CYPRESS ST,489223.64,5457024.11
Mischief,2016,1XX W 22ND AVE,492027.8,5455364.18
Break and Enter Residential/Other,2016,35XX WILLIAM ST,498079.51,5457924.05
Break and Enter Residential/Other,2016,7XX W 42ND AVE,491051.14,5453350.38
Theft from Vehicle,2016,9XX THURLOW ST,490842.46,5459016.49
Theft from Vehicle,2016,63XX CYPRESS ST,489124.2,5452868.77
Break and Enter Residential/Other,2016,24XX W 22ND AVE,488216.26,5455566.6
Theft of Bicycle,2016,20XX DUNDAS ST,495408.52,5459123.48
Theft of Bicycle,2016,20XX DUNDAS ST,495411.04,5459114.32
Break and Enter Commercial,2016,22XX CORNWALL AVE,488590.34,5457769.02
Break and Enter Commercial,2016,22XX CORNWALL AVE,488590.34,5457769.02
Break and Enter Residential/Other,2016,35XX WORTHINGTON DR,498033.47,5455536.6
Break and Enter Commercial,2016,22XX COMMERCIAL DR,494930.44,5456906.4
Break and Enter Commercial,2016,22XX COMMERCIAL DR,494930.11,5456882.24
Mischief,2016,1XX W 23RD AVE,492174.46,5455244.63
Theft from Vehicle,2016,BROUGHTON ST / PENDRELL ST,490164.67,5459081.45
Theft of Bicycle,2016,20XX E 19TH AVE,495473.65,5455584.69
Theft of Vehicle,2016,23XX W 4TH AVE,488533.14,5457277.25
Theft from Vehicle,2016,16XX W 8TH AVE,489679.01,5456881.06
Theft from Vehicle,2016,2XX E 11TH AVE,492729.67,5456482.0
Other Theft,2016,11XX ROBSON ST,490795.02,5459233.32
Theft of Vehicle,2016,38XX POINT GREY RD,486253.91,5457691.82
Theft of Bicycle,2016,20XX E 28TH AVE,495317.9,5454778.86
Theft from Vehicle,2016,2XX E 11TH AVE,492655.79,5456483.47
Theft from Vehicle,2016,2XX E 10TH AVE,492797.71,5456588.71
Mischief,2016,2XX PRINCESS AVE,493347.42,5458906.58
Break and Enter Residential/Other,2016,7XX W 53RD AVE,491130.1,5452192.51
Theft from Vehicle,2016,63XX CHESTER ST,493488.78,5452663.66
Break and Enter Residential/Other,2016,17XX W 58TH AVE,489324.4,5451768.31
Break and Enter Residential/Other,2016,7XX W 53RD AVE,491160.13,5452209.62
Theft from Vehicle,2016,3XX W GEORGIA ST,491659.4,5458620.21
Break and Enter Residential/Other,2016,7XX W 53RD AVE,491162.39,5452200.76
Theft from Vehicle,2016,63XX CAMBIE ST,491506.46,5452784.52
Theft from Vehicle,2016,2XX E 10TH AVE,492777.61,5456580.08
Break and Enter Commercial,2016,22XX COMMERCIAL DR,494929.61,5456845.64
Break and Enter Commercial,2016,22XX COMMERCIAL DR,494929.48,5456835.94
Theft of Bicycle,2016,20XX E BROADWAY AVE,495469.47,5456617.37
Theft from Vehicle,2016,63XX CAMBIE ST,491506.42,5452782.93
Break and Enter Commercial,2016,22XX CLARK DR,494358.64,5456851.89
Theft from Vehicle,2016,63XX CAMBIE ST,491506.42,5452782.93
Theft from Vehicle,2016,63XX CAMBIE ST,491506.42,5452782.93
Theft from Vehicle,2016,63XX CAMBIE ST,491506.42,5452782.93
Theft from Vehicle,2016,63XX CAMBIE ST,491506.42,5452782.93
Theft from Vehicle,2016,63XX CAMBIE ST,491504.9,5452716.92
Mischief,2016,2XX POWELL ST,492771.04,5458946.68
Break and Enter Residential/Other,2016,21XX SCARBORO AVE,495518.83,5451183.47
Theft from Vehicle,2016,63XX CAMBIE ST,491504.9,5452716.92
Theft from Vehicle,2016,63XX CAMBIE ST,491504.9,5452716.92
Theft from Vehicle,2016,63XX CAMBIE ST,491504.9,5452716.92
Break and Enter Residential/Other,2016,17XX W 58TH AVE,489271.3,5451759.61
Theft from Vehicle,2016,63XX CAMBIE ST,491504.9,5452716.92
Theft of Bicycle,2016,20XX FRANKLIN ST,495407.65,5458824.83
Theft from Vehicle,2016,63XX CAMBIE ST,491504.9,5452716.92
Theft of Bicycle,2016,20XX FRANKLIN ST,495436.38,5458824.42
Theft of Bicycle,2016,20XX NELSON ST,489626.03,5459918.9
Theft from Vehicle,2016,63XX CAMBIE ST,491504.9,5452716.92
Break and Enter Residential/Other,2016,15XX ISLAND PARK WALK,489999.96,5457483.84
Theft from Vehicle,2016,63XX CAMBIE ST,491504.87,5452715.58
Break and Enter Residential/Other,2016,15XX ISLAND PARK WALK,489999.96,5457483.84
Other Theft,2016,11XX ROBSON ST,490795.02,5459233.32
Break and Enter Commercial,2016,22XX BURRARD ST,489397.01,5457038.13
Mischief,2016,2XX POWELL ST,492765.83,5458937.7
Break and Enter Commercial,2016,22XX BURRARD ST,489394.83,5456978.96
Break and Enter Residential/Other,2016,24XX W 33RD AVE,488184.47,5454403.27
Theft from Vehicle,2016,63XX BRUCE ST,494916.33,5452645.6
Theft from Vehicle,2016,63XX BRUCE ST,494916.16,5452638.99
Mischief,2016,29XX W 4TH AVE,487497.63,5457315.34
Break and Enter Residential/Other,2016,17XX W 58TH AVE,489271.3,5451759.61
Mischief,2016,77XX GRANVILLE ST,489778.45,5451395.25
Theft from Vehicle,2016,63XX BRUCE ST,494905.78,5452592.91
Theft of Vehicle,2016,38XX QUEBEC ST,492515.66,5455343.09
Break and Enter Residential/Other,2016,24XX W 3RD AVE,488338.59,5457382.5
Mischief,2016,10XX WOLFE AVE,490580.01,5455798.15
Theft from Vehicle,2016,9XX E 63RD AVE,493699.99,5451125.54
Theft of Vehicle,2016,38XX RENFREW ST,496804.53,5455271.57
Break and Enter Commercial,2016,21XX W BROADWAY AVE,488823.19,5456792.27
Break and Enter Residential/Other,2016,7XX W 62ND AVE,491201.33,5451281.04
Theft from Vehicle,2016,16XX W BROADWAY AVE,489663.96,5456777.82
Theft from Vehicle,2016,63XX ARLINGTON ST,497973.94,5452533.76
Theft from Vehicle,2016,63XX ARGYLE ST,494784.45,5452710.44
Theft of Bicycle,2016,20XX SCOTIA ST,492816.84,5457121.9
Theft from Vehicle,2016,2XX E 10TH AVE,492653.99,5456583.18
Break and Enter Residential/Other,2016,7XX W 63RD AVE,491110.23,5451172.16
Break and Enter Commercial,2016,21XX W BROADWAY AVE,488763.51,5456803.07
Theft of Bicycle,2016,20XX STEPHENS ST,487893.07,5457274.19
Theft from Vehicle,2016,2XX E 10TH AVE,492653.99,5456583.18
Mischief,2016,2XX MAIN ST,492762.5,5458916.92
Break and Enter Commercial,2016,21XX W BROADWAY AVE,488722.25,5456795.07
Break and Enter Residential/Other,2016,17XX W 57TH AVE,489286.28,5451856.21
Break and Enter Residential/Other,2016,7XX W 64TH AVE,491086.87,5451062.58
Theft from Vehicle,2016,63XX ADERA ST,489545.13,5452859.56
Theft from Vehicle,2016,63XX ADERA ST,489544.95,5452852.28
Theft of Bicycle,2016,20XX VENABLES ST,495445.02,5458213.22
Mischief,2016,77XX GRANVILLE ST,489779.78,5451456.48
Break and Enter Residential/Other,2016,21XX STEPHENS ST,487890.08,5457163.88
Theft of Bicycle,2016,20XX W 10TH AVE,488971.68,5456681.6
Theft of Bicycle,2016,20XX W 10TH AVE,489026.18,5456680.23
Theft from Vehicle,2016,3XX W GEORGIA ST,491651.57,5458615.15
Break and Enter Residential/Other,2016,19XX W 3RD AVE,489180.15,5457362.2
Mischief,2016,2XX KEEFER ST,492870.75,5458521.82
Mischief,2016,2XX KEEFER ST,492870.75,5458521.82
Break and Enter Residential/Other,2016,7XX W 66TH AVE,491166.25,5450931.17
Break and Enter Residential/Other,2016,17XX W 51ST AVE,489345.96,5452459.05
Theft from Vehicle,2016,2XX DUNSMUIR ST,491881.1,5458641.83
Break and Enter Commercial,2016,21XX W 5TH AVE,488788.68,5457183.73
Break and Enter Residential/Other,2016,7XX W 66TH AVE,491218.25,5450939.27
Theft from Vehicle,2016,3XX W GEORGIA ST,491651.57,5458615.15
Theft of Bicycle,2016,20XX W 15TH AVE,488920.1,5456175.04
Mischief,2016,10XX W BROADWAY AVE,490670.58,5456744.24
Theft from Vehicle,2016,3XX W GEORGIA ST,491651.57,5458615.15
Other Theft,2016,30XX MAIN ST,492632.86,5456108.78
Break and Enter Residential/Other,2016,31XX E 19TH AVE,497288.68,5455603.32
Theft from Vehicle,2016,11XX NANAIMO ST,495889.18,5457983.86
Theft from Vehicle,2016,BROUGHTON ST / ROBSON ST,490550.18,5459471.28
Theft from Vehicle,2016,BROUGHTON ST / ROBSON ST,490550.18,5459471.28
Theft from Vehicle,2016,62XX WINDSOR ST,493792.96,5452761.84
Break and Enter Commercial,2016,21XX W 4TH AVE,488858.38,5457278.25
Mischief,2016,48XX KNIGHT ST,494446.01,5454176.43
Theft of Bicycle,2016,20XX W 1ST AVE,489018.75,5457570.55
Theft of Bicycle,2016,20XX W 1ST AVE,489018.75,5457570.55
Theft from Vehicle,2016,8XX W 12TH AVE,491033.0,5456432.32
Break and Enter Residential/Other,2016,19XX W 3RD AVE,489151.18,5457362.91
Theft from Vehicle,2016,2XX DUNLEVY AVE,493071.37,5458927.88
Break and Enter Commercial,2016,21XX W 4TH AVE,488820.18,5457270.05
Theft of Bicycle,2016,20XX W 3RD AVE,488964.29,5457376.58
Mischief,2016,3XX ABBOTT ST,492236.09,5458907.4
Theft from Vehicle,2016,2XX DRAKE ST,490994.14,5457864.95
Theft of Bicycle,2016,20XX W 41ST AVE,488918.69,5453534.91
Mischief,2016,77XX MAIN ST,492564.61,5451335.23
Theft of Vehicle,2016,38XX W 11TH AVE,486224.38,5456661.17
Mischief,2016,77XX MAIN ST,492573.74,5451334.59
Theft of Bicycle,2016,20XX W 43RD AVE,488753.69,5453340.01
Theft from Vehicle,2016,COLUMBIA ST / E CORDOVA ST,492565.37,5458848.64
Theft of Bicycle,2016,20XX W 46TH AVE,488899.61,5453009.77
Break and Enter Commercial,2016,21XX W 4TH AVE,488788.05,5457270.85
Mischief,2016,78XX FRENCH ST,489881.76,5451357.59
Theft from Vehicle,2016,BROUGHTON ST / W GEORGIA ST,490675.72,5459591.83
Theft from Vehicle,2016,BROUGHTON ST / W GEORGIA ST,490675.72,5459591.83
Theft of Bicycle,2016,20XX W 4TH AVE,489050.51,5457264.39
Mischief,2016,78XX MAIN ST,492572.46,5451289.05
Theft from Vehicle,2016,62XX ONTARIO ST,492290.09,5452784.37
Mischief,2016,78XX MATHESON CRES,498162.66,5451187.75
Break and Enter Residential/Other,2016,7XX W 8TH AVE,491253.9,5456839.98
Theft of Bicycle,2016,20XX W 6TH AVE,488911.89,5457077.91
Theft of Bicycle,2016,20XX W 6TH AVE,488921.5,5457077.68
Break and Enter Commercial,2016,21XX W 4TH AVE,488722.34,5457281.63
Break and Enter Commercial,2016,21XX W 4TH AVE,488722.34,5457281.63
Break and Enter Commercial,2016,21XX W 4TH AVE,488722.34,5457281.63
Mischief,2016,78XX MATHESON CRES,498162.82,5451187.16
Mischief,2016,78XX MATHESON CRES,498177.72,5451097.45
Theft of Bicycle,2016,20XX W 7TH AVE,488993.74,5456991.69
Theft from Vehicle,2016,4XX CAMBIE ST,492031.01,5458865.86
Theft from Vehicle,2016,4XX CAMBIE ST,492031.01,5458865.86
Break and Enter Residential/Other,2016,24XX W 49TH AVE,488185.94,5452726.65
Theft from Vehicle,2016,11XX NANTON AVE,490535.82,5454846.08
Theft from Vehicle,2016,4XX CAMBIE ST,492031.01,5458865.86
Break and Enter Commercial,2016,21XX W 43RD AVE,488568.33,5453335.38
Break and Enter Commercial,2016,21XX W 43RD AVE,488502.0,5453337.25
Theft from Vehicle,2016,8XX W 12TH AVE,490964.1,5456434.47
Theft from Vehicle,2016,62XX KIRKLAND ST,498203.66,5452802.81
Mischief,2016,79XX ONTARIO ST,492247.65,5451170.3
Break and Enter Commercial,2016,21XX W 42ND AVE,488489.64,5453446.34
Mischief,2016,23XX MAIN ST,492646.53,5456827.24
Theft of Bicycle,2016,20XX W BROADWAY AVE,489038.29,5456786.45
Break and Enter Residential/Other,2016,10XX W 57TH AVE,490584.72,5451838.01
Break and Enter Residential/Other,2016,24XX W 4TH AVE,488304.55,5457285.93
Theft of Bicycle,2016,20XX WALL ST,495425.75,5459179.28
Theft of Bicycle,2016,20XX YEW ST,488718.01,5457272.32
Mischief,2016,2XX E PENDER ST,492757.33,5458625.15
Theft from Vehicle,2016,7XX DUNSMUIR ST,491483.77,5459051.57
Theft of Bicycle,2016,20XX WOODLAND DR,494643.21,5457075.3
Theft of Bicycle,2016,20XX YUKON ST,491794.38,5457147.05
Break and Enter Residential/Other,2016,80XX COLUMBIA ST,491780.22,5451026.56
Break and Enter Residential/Other,2016,24XX W 4TH AVE,488317.44,5457285.62
Mischief,2016,3XX ABBOTT ST,492236.09,5458907.4
Other Theft,2016,31XX E 54TH AVE,497071.47,5451926.58
Break and Enter Commercial,2016,21XX W 41ST AVE,488592.37,5453552.31
Theft from Vehicle,2016,BROUGHTON ST / W PENDER ST,490732.34,5459654.33
Theft from Vehicle,2016,E GEORGIA ST / MAIN ST,492743.25,5458428.53
Break and Enter Residential/Other,2016,80XX COLUMBIA ST,491780.52,5451038.5
Theft from Vehicle,2016,E GEORGIA ST / MAIN ST,492743.25,5458428.53
Theft of Bicycle,2016,21XX BRUNSWICK ST,492954.29,5457018.77
Theft of Bicycle,2016,21XX BRUNSWICK ST,492954.29,5457018.77
Theft from Vehicle,2016,4XX CAMBIE ST,492031.01,5458865.86
Theft from Vehicle,2016,62XX KILLARNEY ST,496685.32,5452639.51
Mischief,2016,29XX W 42ND AVE,487478.3,5453461.04
Break and Enter Commercial,2016,21XX W 41ST AVE,488575.56,5453543.61
Theft from Vehicle,2016,62XX KILLARNEY ST,496685.32,5452639.51
Theft from Vehicle,2016,62XX KILLARNEY ST,496685.32,5452639.51
Mischief,2016,2XX E HASTINGS ST,492843.81,5458730.45
Theft of Bicycle,2016,21XX MAPLE ST,489061.25,5457157.46
Mischief,2016,29XX TRIMBLE ST,485002.78,5456492.63
Theft from Vehicle,2016,11XX BURRARD ST,490669.38,5458547.99
Break and Enter Commercial,2016,21XX W 41ST AVE,488558.62,5453553.21
Break and Enter Commercial,2016,21XX W 41ST AVE,488548.5,5453553.48
Theft from Vehicle,2016,E GEORGIA ST / MAIN ST,492743.25,5458428.53
Break and Enter Residential/Other,2016,10XX W 57TH AVE,490541.31,5451838.83
Break and Enter Residential/Other,2016,80XX FRENCH ST,489867.89,5451095.96
Break and Enter Residential/Other,2016,24XX W 6TH AVE,488347.07,5457091.72
Theft of Bicycle,2016,21XX CAROLINA ST,493383.61,5457004.34
Mischief,2016,2XX E HASTINGS ST,492837.88,5458730.6
Break and Enter Residential/Other,2016,24XX W 8TH AVE,488278.01,5456908.52
Theft from Vehicle,2016,E GEORGIA ST / MAIN ST,492743.25,5458428.53
Break and Enter Residential/Other,2016,80XX FRENCH ST,489868.29,5451108.33
Break and Enter Commercial,2016,21XX W 40TH AVE,488627.86,5453651.08
Break and Enter Commercial,2016,21XX W 40TH AVE,488627.86,5453651.08
Mischief,2016,10XX W 41ST AVE,490656.12,5453461.04
Theft from Vehicle,2016,16XX W GEORGIA ST,490478.49,5459786.11
Theft from Vehicle,2016,16XX W GEORGIA ST,490479.97,5459784.57
Mischief,2016,3XX ABBOTT ST,492237.14,5458911.07
Theft from Vehicle,2016,16XX W GEORGIA ST,490479.97,5459784.57
Mischief,2016,10XX W 41ST AVE,490667.3,5453460.36
Theft from Vehicle,2016,16XX W GEORGIA ST,490486.58,5459777.68
Theft from Vehicle,2016,10XX CAMBIE ST,491327.64,5458026.05
Theft from Vehicle,2016,BRUNSWICK ST / E 2ND AVE,493000.91,5457126.49
Theft from Vehicle,2016,16XX W GEORGIA ST,490486.58,5459777.68
Theft from Vehicle,2016,BRUNSWICK ST / E 2ND AVE,493000.91,5457126.49
Theft of Bicycle,2016,21XX E 20TH AVE,495550.25,5455451.61
Break and Enter Commercial,2016,21XX W 40TH AVE,488595.43,5453651.56
Break and Enter Commercial,2016,21XX W 40TH AVE,488575.03,5453661.01
Theft from Vehicle,2016,10XX CAMBIE ST,491327.64,5458026.05
Break and Enter Residential/Other,2016,80XX NUNAVUT LANE,491542.13,5451026.58
Theft from Vehicle,2016,E GEORGIA ST / MAIN ST,492743.25,5458428.53
Break and Enter Commercial,2016,21XX W 40TH AVE,488575.03,5453661.01
Break and Enter Commercial,2016,21XX W 40TH AVE,488575.03,5453661.01
Theft from Vehicle,2016,10XX CAMBIE ST,491327.64,5458026.05
Theft of Bicycle,2016,21XX E 3RD AVE,495566.11,5457214.96
Theft of Bicycle,2016,21XX E 3RD AVE,495566.11,5457214.96
Break and Enter Commercial,2016,21XX W 40TH AVE,488530.88,5453661.67
Break and Enter Residential/Other,2016,80XX NUNAVUT LANE,491542.2,5451029.23
Break and Enter Commercial,2016,21XX W 3RD AVE,488832.65,5457379.72
Theft of Bicycle,2016,21XX E 55TH AVE,495332.93,5451845.64
Mischief,2016,48XX SLOCAN ST,496099.78,5454181.89
Theft of Vehicle,2016,38XX W 24TH AVE,486302.82,5455378.65
Break and Enter Commercial,2016,21XX W 39TH AVE,488521.72,5453759.57
Break and Enter Commercial,2016,21XX W 38TH AVE,488672.23,5453854.13
Theft from Vehicle,2016,62XX MAIN ST,492613.0,5452796.34
Mischief,2016,7X E HASTINGS ST,492519.15,5458749.58
Break and Enter Commercial,2016,21XX W 38TH AVE,488655.26,5453845.42
Break and Enter Residential/Other,2016,80XX OAK ST,490518.62,5451079.94
Mischief,2016,3XX PRINCESS AVE,493345.9,5458802.72
Theft from Vehicle,2016,E GEORGIA ST / MAIN ST,492743.25,5458428.53
Break and Enter Commercial,2016,21XX W 38TH AVE,488540.88,5453857.49
Theft from Vehicle,2016,4XX PACIFIC ST,490837.96,5457812.83
Other Theft,2016,3XX SE MARINE DR,492774.27,5450882.58
Theft of Bicycle,2016,21XX KINGSWAY AVE,495418.35,5454600.38
Theft of Bicycle,2016,21XX KITCHENER ST,495572.84,5457696.56
Break and Enter Commercial,2016,21XX W 37TH AVE,488666.03,5453962.77
Mischief,2016,29XX W 21ST AVE,487540.4,5455678.95
Theft of Bicycle,2016,21XX MAIN ST,492674.77,5457027.19
Theft of Bicycle,2016,21XX MAIN ST,492674.77,5457027.19
Break and Enter Commercial,2016,21XX W 37TH AVE,488666.03,5453962.77
Break and Enter Residential/Other,2016,19XX W 3RD AVE,489141.52,5457363.15
Theft of Bicycle,2016,21XX MAIN ST,492676.07,5457071.5
Break and Enter Residential/Other,2016,80XX OSLER ST,490430.37,5451114.69
Mischief,2016,10XX W 6TH AVE,490785.91,5457038.85
Break and Enter Residential/Other,2016,1XX E 45TH AVE,492468.23,5452959.71
Theft from Vehicle,2016,E GEORGIA ST / MAIN ST,492743.25,5458428.53
Mischief,2016,10XX W 45TH AVE,490647.95,5453061.62
Theft from Vehicle,2016,62XX FLEMING ST,494685.01,5452792.75
Theft of Vehicle,2016,23XX W 8TH AVE,488469.41,5456903.23
Theft from Vehicle,2016,62XX FLEMING ST,494683.84,5452745.88
Break and Enter Residential/Other,2016,80XX SHAUGHNESSY ST,490628.12,5451073.32
Theft of Bicycle,2016,21XX STEPHENS ST,487889.96,5457158.2
Break and Enter Residential/Other,2016,80XX ST GEORGE ST,493126.47,5450984.46
Mischief,2016,29XX MCGILL ST,496860.56,5459565.38
Theft of Bicycle,2016,21XX VENABLES ST,495561.47,5458212.48
Theft from Vehicle,2016,8XX VICTORIA DR,495223.29,5458284.96
Theft from Vehicle,2016,8XX UNION ST,493796.43,5458302.41
Break and Enter Commercial,2016,21XX W 2ND AVE,488850.99,5457467.81
Break and Enter Residential/Other,2016,80XX ST GEORGE ST,493126.47,5450984.46
Mischief,2016,10XX W 47TH AVE,490660.02,5452850.34
Mischief,2016,7X N RENFREW ST,496792.71,5459186.58
Break and Enter Commercial,2016,21XX W 2ND AVE,488752.74,5457470.38
Theft from Vehicle,2016,62XX DUMFRIES ST,494573.59,5452726.88
Other Theft,2016,3XX SE MARINE DR,492774.27,5450882.58
Mischief,2016,10XX W 41ST AVE,490661.84,5453460.69
Other Theft,2016,3XX SE MARINE DR,492774.27,5450882.58
Break and Enter Residential/Other,2016,81XX CAMBIE ST,491457.34,5450905.39
Other Theft,2016,31XX E 54TH AVE,497073.04,5451926.58
Theft from Vehicle,2016,2XX DAVIE ST,491127.09,5457976.97
Other Theft,2016,24XX MAIN ST,492645.06,5456769.6
Theft of Bicycle,2016,21XX W 12TH AVE,488766.42,5456479.89
Theft of Bicycle,2016,21XX W 12TH AVE,488766.42,5456479.89
Theft from Vehicle,2016,E GEORGIA ST / MAIN ST,492743.25,5458428.53
Theft from Vehicle,2016,62XX COMMERCIAL ST,495027.45,5452750.94
Break and Enter Residential/Other,2016,81XX ELLIOTT ST,495952.61,5450768.76
Break and Enter Residential/Other,2016,81XX ELLIOTT ST,495971.86,5450823.14
Mischief,2016,10XX W 15TH AVE,490748.32,5456119.79
Break and Enter Commercial,2016,21XX W 12TH AVE,488842.09,5456478.14
Break and Enter Residential/Other,2016,81XX FREMLIN ST,490718.49,5451000.53
Break and Enter Residential/Other,2016,81XX FREMLIN ST,490727.9,5451018.56
Break and Enter Residential/Other,2016,81XX FRENCH ST,489864.79,5450999.94
Theft of Bicycle,2016,21XX W 1ST AVE,488828.44,5457575.69
Theft of Bicycle,2016,21XX W 1ST AVE,488828.44,5457575.69
Theft of Bicycle,2016,21XX W 1ST AVE,488828.44,5457575.69
Theft of Bicycle,2016,21XX W 22ND AVE,488724.21,5455545.77
Break and Enter Residential/Other,2016,81XX FRENCH ST,489865.04,5451007.56
Theft from Vehicle,2016,62XX BUTLER ST,497554.32,5452673.39
Break and Enter Residential/Other,2016,81XX HUDSON ST,490215.71,5451020.02
Theft of Bicycle,2016,21XX W 2ND AVE,488752.74,5457470.38
Theft of Bicycle,2016,21XX W 2ND AVE,488752.74,5457470.38
Theft of Bicycle,2016,21XX W 2ND AVE,488752.74,5457470.38
Theft from Vehicle,2016,16XX WATERLOO ST,486931.36,5457672.15
Theft of Bicycle,2016,21XX W 2ND AVE,488844.89,5457477.12
Theft of Bicycle,2016,21XX W 2ND AVE,488844.89,5457477.12
Theft of Bicycle,2016,21XX W 2ND AVE,488844.89,5457477.12
Theft from Vehicle,2016,62XX BROOKS ST,497452.23,5452736.63
Break and Enter Commercial,2016,21XX W 10TH AVE,488826.63,5456694.42
Theft of Bicycle,2016,21XX W 2ND AVE,488850.99,5457467.81
Theft of Bicycle,2016,21XX W 2ND AVE,488850.99,5457467.81
Theft of Bicycle,2016,21XX W 2ND AVE,488882.68,5457466.98
Theft of Bicycle,2016,21XX W 33RD AVE,488687.22,5454381.52
Theft from Vehicle,2016,62XX BROOKS ST,497448.88,5452640.12
Break and Enter Residential/Other,2016,81XX LABURNUM ST,489100.99,5451080.51
Other Theft,2016,31XX E 54TH AVE,497073.04,5451926.58
Theft from Vehicle,2016,62XX BOUNDARY RD,498283.1,5452701.4
